HPAI Strains,Country,State: County,Specy_common_name,epi_event_id,Earliest outbreak report date,Latest outbreak report date,Collection Date,Number of outbreaks reported,WOAH Classification,Sampling Method,Submitting Agency,More information
H5N1,United States of America,North Dakota: Divide,Snow goose,?,5/3/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Burleigh,Turkey vulture,?,5/3/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Mercer,Red-tailed hawk,?,5/3/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: LaMoure,Turkey vulture,?,5/4/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: LaMoure,Turkey vulture,?,5/4/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: St. Croix,Hooded merganser,?,5/4/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Pepin,Cooper's hawk,?,5/4/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: St. Croix,Wood duck,?,5/4/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Milwaukee,Canada goose,?,5/4/22,?,4/16/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Milwaukee,Double-crested cormorant,?,5/4/22,?,4/16/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Portage,Great horned owl,?,5/4/22,?,4/17/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Milwaukee,Herring gull,?,5/4/22,?,4/20/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Walworth,Wood duck,?,5/4/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Dane,Turkey vulture,?,5/4/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Sheboygan,Wood duck,?,5/4/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wyoming: Albany,Great horned owl,?,5/4/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Fremont,Great horned owl,?,5/3/22,?,Unknown,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Fremont,Red-tailed hawk,?,5/3/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Laramie,Owl (unidentified),?,5/3/22,?,4/26/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Carbon,Great horned owl,?,5/2/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Carbon,Great horned owl,?,5/2/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Maryland: Harford,Black vulture,?,5/2/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,MD DNR/USGS,?
H5N1,United States of America,South Dakota: Meade,Pelican (unidentified),?,5/2/22,?,4/6/22,?,Wild bird,Morbidity/Mortality,SD GFP,?
H5N1,United States of America,Wyoming: Park,Bald eagle,?,5/2/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Maryland: Harford,Black vulture,?,4/26/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,MD Dept of Ag,?
H5N1,United States of America,Montana: Broadwater,American white pelican,?,5/2/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Pondera,Great horned owl,?,5/2/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Beaverhead,Great horned owl,?,5/2/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Fergus,Canada goose,?,5/2/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Pondera,Red-tailed hawk,?,5/2/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Madison,Red-tailed hawk,?,5/2/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Fergus,Common grackle,?,5/2/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Gallatin,Turkey vulture,?,5/2/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Madison,Turkey vulture,?,5/2/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Park,Turkey vulture,?,5/2/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Gallatin,Turkey vulture,?,5/2/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Gallatin,Great blue heron,?,5/2/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Dawson,Red-tailed hawk,?,5/2/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Montana: Gallatin,Canada goose,?,5/2/22,?,4/26/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Minnesota: Chisago,Common loon,?,5/6/22,?,4/29/22,?,Wild bird,Morbidity/Mortality,MN DNR,?
H5N1,United States of America,New York: Suffolk,Fish crow,?,4/8/22,?,4/4/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Monroe,Red-tailed hawk,?,4/8/22,?,3/29/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Onondaga,Bald eagle,?,4/12/22,?,3/30/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Suffolk,Great horned owl,?,4/12/22,?,4/7/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Suffolk,Great horned owl,?,4/12/22,?,4/7/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Suffolk,Bald eagle,?,4/12/22,?,4/1/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Suffolk,Great horned owl,?,4/12/22,?,4/7/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Suffolk,Sanderling,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Clinton,Canada goose,?,4/19/22,?,4/6/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Livingston,Swan (unidentified),?,4/20/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Wayne,Turkey vulture,?,4/20/22,?,4/12/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Nassau,Red-tailed hawk,?,4/20/22,?,4/6/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Albany,Bald eagle,?,5/2/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Saratoga,Bald eagle,?,5/3/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,Wyoming: Teton,Great horned owl,?,5/5/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Teton,Red-tailed hawk,?,5/5/22,?,4/26/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Sweetwater,Great horned owl,?,5/5/22,?,Unknown,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Albany,Canada goose,?,5/5/22,?,4/29/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Florida: Brevard,Great horned owl,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Brevard,Bald eagle,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Brevard,Black vulture,?,4/12/22,?,4/5/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Brevard,Black vulture,?,4/12/22,?,4/2/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Miami-Dade,Black vulture,?,4/12/22,?,4/5/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Clay,Canada goose,?,4/12/22,?,4/5/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Clay,Muscovy duck,?,4/12/22,?,4/5/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Clay,Muscovy duck,?,4/12/22,?,4/5/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Clay,Black vulture,?,4/12/22,?,4/5/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Pasco,Lesser scaup,?,4/12/22,?,4/4/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Pasco,Muscovy duck,?,4/12/22,?,4/4/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,New York: Clinton,Canada goose,?,4/8/22,?,3/29/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,Michigan: Livingston,Red-tailed hawk,?,4/29/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Roscommon,Bald eagle,?,4/29/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Tuscola,Bald eagle,?,4/29/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Chippewa,Canada goose,?,4/29/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Schoolcraft,Canada goose,?,4/29/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Iosco,Snowy owl,?,4/29/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Florida: Collier,Black vulture,?,4/28/22,?,4/20/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Collier,Black vulture,?,4/28/22,?,4/20/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Montana: Gallatin,American white pelican,?,4/28/22,?,4/20/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Wyoming: Sheridan,Red-tailed hawk,?,4/28/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Teton,Black-billed magpie,?,4/28/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Teton,Black-billed magpie,?,4/28/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Teton,Canada goose,?,4/28/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,New York: Wayne,Bald eagle,?,4/28/22,?,4/12/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,Montana: Gallatin,Canada goose,?,4/28/22,?,4/20/22,?,Wild bird,Morbidity/Mortality,MT FWP,?
H5N1,United States of America,Florida: Manatee,Black vulture,?,4/28/22,?,4/20/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Manatee,Black vulture,?,4/28/22,?,4/20/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,New York: Albany,Great horned owl,?,4/28/22,?,4/15/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Yates,Bald eagle,?,4/28/22,?,4/6/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,Florida: Hillsborough,Black vulture,?,4/28/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Hillsborough,Black vulture,?,4/28/22,?,4/22/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Alachua,Black vulture,?,4/26/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Alachua,Black vulture,?,4/26/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Brevard,Black vulture,?,4/26/22,?,4/16/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Brevard,Black vulture,?,4/26/22,?,4/15/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Duval,Black vulture,?,4/26/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Duval,Black vulture,?,4/26/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Duval,Black vulture,?,4/26/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Duval,Black vulture,?,4/26/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,South Dakota: Clark,Bald eagle,?,4/26/22,?,4/19/22,?,Wild bird,Morbidity/Mortality,SD GFP,?
H5N1,United States of America,Florida: Brevard,Royal tern,?,4/8/22,?,3/17/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Brevard,Royal tern,?,4/8/22,?,3/17/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Brevard,Black vulture,?,4/8/22,?,3/31/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Citrus,Black vulture,?,4/8/22,?,3/31/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Citrus,Black vulture,?,4/8/22,?,3/31/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Citrus,Black vulture,?,4/8/22,?,3/31/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Citrus,Black vulture,?,4/8/22,?,3/31/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Citrus,Black vulture,?,4/8/22,?,3/31/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,New York: Onondaga,Wood duck,?,4/15/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,Wyoming: Johnson,Wild turkey,?,4/15/22,?,Unknown,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Johnson,Wild turkey,?,4/15/22,?,Unknown,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Johnson,Wild turkey,?,4/15/22,?,Unknown,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Johnson,Wild turkey,?,4/15/22,?,Unknown,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Johnson,Wild turkey,?,4/15/22,?,Unknown,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Johnson,Wild turkey,?,4/15/22,?,Unknown,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Johnson,Wild turkey,?,4/15/22,?,Unknown,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Johnson,Wild turkey,?,4/15/22,?,Unknown,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Johnson,Wild turkey,?,4/15/22,?,Unknown,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Johnson,Black-billed magpie,?,4/15/22,?,Unknown,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Washington: Stevens,Bald eagle,?,5/6/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,WA DFW,?
H5N1,United States of America,Pennsylvania: Crawford,Redhead duck,?,4/5/22,?,3/25/22,?,Wild bird,Morbidity/Mortality,PA Game Commission,?
H5N1,United States of America,Pennsylvania: Crawford,Bald eagle,?,4/5/22,?,3/25/22,?,Wild bird,Morbidity/Mortality,PA Game Commission,?
H5N1,United States of America,Pennsylvania: Franklin,Canada goose,?,4/19/22,?,4/14/22,?,Wild bird,Morbidity/Mortality,PA Game Commission,?
H5N1,United States of America,Colorado: Grand,Turkey vulture,?,5/4/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,CO Parks & Wildlife,?
H5N1,United States of America,Colorado: Grand,Canada goose,?,5/4/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,CO Parks & Wildlife,?
H5N1,United States of America,Colorado: Jackson,Canada goose,?,5/3/22,?,4/26/22,?,Wild bird,Morbidity/Mortality,CO Parks & Wildlife,?
H5N1,United States of America,Colorado: El Paso,Canada goose,?,4/8/22,?,4/1/22,?,Wild bird,Morbidity/Mortality,CO Parks & Wildlife,?
H5N1,United States of America,Colorado: Routt,Canada goose,?,4/26/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,CO Parks & Wildlife,?
H5N1,United States of America,Colorado: Adams,Bald eagle,?,4/26/22,?,4/20/22,?,Wild bird,Morbidity/Mortality,CO Parks & Wildlife,?
H5N1,United States of America,Colorado: Morgan,Turkey vulture,?,4/26/22,?,4/20/22,?,Wild bird,Morbidity/Mortality,CO Parks & Wildlife,?
H5N1,United States of America,Colorado: Denver,Great horned owl,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,CO Parks & Wildlife,?
H5N1,United States of America,North Dakota: McHenry,Turkey vulture,?,5/5/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Towner,Snow goose,?,5/5/22,?,4/28/22,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Dakota: Towner,Snow goose,?,5/5/22,?,4/28/22,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Dakota: Towner,Ross's goose,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Towner,Ross's goose,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Towner,Ross's goose,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Towner,Snow goose,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Towner,Snow goose,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Towner,Snow goose,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Towner,Snow goose,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Brown,Herring gull,?,5/5/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Brown,Herring gull,?,5/5/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Wisconsin: Brown,Herring gull,?,5/5/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Olmsted,Canada goose,?,5/5/22,?,4/26/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Olmsted,Canada goose,?,5/5/22,?,4/26/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Olmsted,Canada goose,?,5/5/22,?,4/26/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Carlton,Hooded merganser,?,5/5/22,?,4/26/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Illinois: Lake,Great horned owl,?,5/5/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Roseau,Bald eagle,?,5/5/22,?,4/26/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Mille Lacs,Wood duck,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Cass,Bald eagle,?,5/5/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Illinois: Lake,Red-tailed hawk,?,5/5/22,?,4/26/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Illinois: Cook,Mallard,?,5/5/22,?,4/26/22,?,Wild bird,Agency harvest,NWDP,?
H5N1,United States of America,Minnesota: Watonwan,Turkey vulture,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Wadena,Red-tailed hawk,?,5/5/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Brown,Hooded merganser,?,5/5/22,?,4/27/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Illinois: Lake,American white pelican,?,5/5/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: St. Louis,Bald eagle,?,5/5/22,?,4/25/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Minnesota: Hubbard,Bald eagle,?,5/5/22,?,4/26/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Illinois: Peoria,Bald eagle,?,5/5/22,?,4/28/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Slope,Sharp-shinned hawk,?,5/9/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Stutsman,Great horned owl,?,5/9/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Stutsman,Great horned owl,?,5/9/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Dakota: Stutsman,Northern harrier,?,5/9/22,?,5/2/22,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Ohio: Cuyahoga,Peregrine Falcon,?,5/4/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,OH DNR/NPS,?
H5N1,United States of America,Alaska: Aleutians West,Bald eagle,?,5/2/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,AK DFG/USFWS,?
H5N1,United States of America,Wisconsin: Winnebago,American white pelican,?,5/6/22,?,4/21/22,?,Wild bird,Morbidity/Mortality,WI DNR/USGS,?
H5N1,United States of America,Montana: Yellowstone,Wild turkey,?,4/28/22,?,4/12/22,?,Wild bird,Morbidity/Mortality,MT FWP/USGS,?
H5N1,United States of America,Montana: Yellowstone,Wild turkey,?,4/28/22,?,4/12/22,?,Wild bird,Morbidity/Mortality,MT FWP/USGS,?
H5N1,United States of America,Minnesota: Wilkin,Snow goose,?,4/7/22,?,3/28/22,?,Wild bird,Morbidity/Mortality,MN DNR/USGS,?
H5N1,United States of America,Minnesota: Wilkin,Snow goose,?,4/7/22,?,3/28/22,?,Wild bird,Morbidity/Mortality,MN DNR/USGS,?
H5N1,United States of America,Montana: Teton,Snow goose,?,4/21/22,?,4/9/22,?,Wild bird,Morbidity/Mortality,MT FWP/USGS,?
H5N1,United States of America,Wyoming: Sheridan,Great horned owl,?,5/13/22,?,4/30/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Alaska: Anchorage,Canada goose,?,5/13/22,?,5/5/22,?,Wild bird,Morbidity/Mortality,AK DFG/USFWS,?
H5N1,United States of America,Alaska: Anchorage,Canada goose,?,5/13/22,?,5/4/22,?,Wild bird,Morbidity/Mortality,AK DFG/USFWS,?
H5N1,United States of America,Alaska: Anchorage,Canada goose,?,5/13/22,?,5/4/22,?,Wild bird,Morbidity/Mortality,AK DFG/USFWS,?
H5N1,United States of America,New York: Monroe,Peregrine Falcon,?,5/13/22,?,5/7/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,Nebraska: Lancaster,Pelican (unidentified),?,4/8/22,?,4/4/22,?,Wild bird,Morbidity/Mortality,NE Dept of Ag,?
H5N1,United States of America,Wyoming: Johnson,Wild turkey,?,4/15/22,?,4/12/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Johnson,Wild turkey,?,4/15/22,?,4/12/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Michigan: Oakland,Wood duck,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Gladwin,Bald eagle,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Bay,Hooded merganser,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Bay,Herring gull,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Bay,Bald eagle,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Saginaw,Bald eagle,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Shiawassee,Bald eagle,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Bay,Red-tailed hawk,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Bay,Trumpeter swan,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Tuscola,Tundra swan,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Bay,Mute swan,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Michigan: Oakland,Canada goose,?,4/19/22,?,4/11/22,?,Wild bird,Morbidity/Mortality,MI DNR,?
H5N1,United States of America,Florida: Duval,Black vulture,?,4/19/22,?,4/8/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Wyoming: Park,Great horned owl,?,4/19/22,?,4/13/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Wyoming: Park,Peregrine falcon,?,5/13/22,?,5/10/22,?,Wild bird,Morbidity/Mortality,WY GFD,?
